[206045465, 237134557, 98501963, 193035196, 7380439]
[206045465, 237134557, 98501963, 193035196, 7380439, 30881979]
[93013133, 79078986, 20365635, 126967462, 179682725, 214171153]
[206045465, 237134557, 98501963, 193035196, 127476587, 161855732]
[93013133, 79078986, 27477927, 85043021, 236177433, 180288688]
[93013133, 79078986, 27477927, 85043021, 84166967, 54201503]
[93013133, 79078986, 20365635, 126967462, 79838481]
[93013133, 79078986, 27477927, 85043021, 236177433, 62224046]
[206045465, 237134557, 98501963, 193035196, 217614723, 84344392]
[206045465, 25751687, 125958478, 194460356, 135388072, 21879103]
[206045465, 25751687, 125958478, 194460356, 135388072, 235857513]
[206045465, 25751687, 125958478, 194460356, 135388072, 70826784]
[206045465, 25751687, 125958478, 78296307, 75256724, 71135477]
[206045465, 237134557, 98501963, 193035196, 86116500, 138302095]
[93013133, 79078986, 27477927, 85043021, 84166967, 236534043]
[93013133, 79078986, 20365635, 126967462, 179682725, 221148458]
[206045465, 237134557, 98501963, 193035196, 127476587, 229495958]
[206045465, 25751687, 125958478, 194460356, 135388072, 207979831]
[206045465, 25751687, 125958478, 194460356, 135388072, 43816367]
[93013133, 79078986, 20365635, 126967462, 21830495]
[93013133, 79078986, 20365635, 126967462, 179682725, 137033326]
[206045465, 237134557, 98501963, 193035196, 127476587, 39788169]
[93013133, 79078986, 20365635, 126967462, 179682725, 238479502]
[206045465, 237134557, 98501963, 193035196, 7380439, 167096318]
[206045465, 237134557, 98501963, 193035196, 217614723, 31440624]
[93013133, 79078986, 27477927, 85043021, 84166967, 159517011]
[206045465, 237134557, 98501963, 193035196, 127476587, 39951679]
[206045465, 237134557, 98501963, 193035196, 217614723, 176026686]
[206045465, 237134557, 98501963, 193035196, 86116500, 86191582]
[93013133, 79078986, 27477927, 85043021, 236177433, 211369994]
[206045465, 237134557, 98501963, 193035196, 7380439, 131546985]
[206045465, 237134557, 98501963, 193035196, 86116500, 16586197]
[206045465, 25751687, 125958478, 78296307, 75256724, 231891806]
[93013133, 79078986, 20365635, 126967462, 179682725, 94564601]
[93013133, 79078986, 20365635, 126967462, 179682725, 149129696]
[206045465, 25751687, 125958478, 78296307, 75256724, 42714871]
[206045465, 25751687, 125958478, 78296307, 75256724, 144836880]
[93013133, 79078986, 27477927, 85043021, 236177433, 53569837]
[206045465, 25751687, 125958478, 78296307, 75256724, 180032050]
[93013133, 79078986, 20365635, 126967462, 179682725, 192770683]
[206045465, 25751687, 125958478, 194460356, 135388072, 204003390]
[206045465, 237134557, 98501963, 193035196, 127476587, 130967917]
[93013133, 79078986, 20365635, 126967462, 186566564]
[206045465, 25751687, 125958478, 194460356, 135388072, 123232594]
[206045465, 237134557, 98501963, 193035196, 86116500, 179892128]
[206045465, 237134557, 98501963, 193035196, 127476587, 67047051]
[93013133, 79078986, 20365635, 126967462, 173780918]
[206045465, 237134557, 98501963, 193035196, 86116500, 10162666]
[206045465, 25751687, 125958478, 194460356, 135388072, 110105336]
[206045465, 237134557, 98501963, 193035196, 86116500, 15561578]
[93013133, 79078986, 20365635, 126967462, 80367303]
[93013133, 79078986, 27477927, 85043021, 84166967, 244445500]
[93013133, 79078986, 20365635, 126967462, 179682725, 81648367]
[206045465, 25751687, 125958478, 194460356, 135388072, 159284185]
[206045465, 237134557, 98501963, 193035196, 7380439, 114336171]
[93013133, 79078986, 20365635, 126967462, 179682725, 119019061]
[93013133, 79078986, 27477927, 85043021, 84166967, 237129174]
[206045465, 237134557, 98501963, 193035196, 7380439, 39522336]
[93013133, 79078986, 20365635, 126967462, 204353014]
[93013133, 79078986, 20365635, 126967462, 179682725, 62788473]
[206045465, 237134557, 98501963, 193035196, 7380439, 78561842]
[206045465, 237134557, 98501963, 193035196, 217614723, 20222486]
[206045465, 237134557, 98501963, 193035196, 217614723, 198167905]
[206045465, 237134557, 98501963, 193035196, 127476587, 34096056]
[206045465, 237134557, 98501963, 193035196, 7380439, 28015863]
[93013133, 79078986, 20365635, 126967462, 179682725, 72291353]
[93013133, 79078986, 27477927, 85043021, 236177433, 130032230]
[206045465, 25751687, 125958478, 194460356, 135388072, 119261286]
[93013133, 79078986, 20365635, 126967462, 179682725, 209708454]
[93013133, 79078986, 27477927, 85043021, 84166967, 138746726]
[93013133, 79078986, 27477927, 85043021, 236177433, 64898714]
[206045465, 25751687, 125958478, 78296307, 75256724, 164480204]
[206045465, 237134557, 98501963, 193035196, 217614723, 160099937]
[206045465, 237134557, 98501963, 193035196, 217614723, 192619938]
[206045465, 25751687, 125958478, 194460356, 135388072, 77632253]
[206045465, 237134557, 98501963, 193035196, 7380439, 16867402]
[93013133, 79078986, 27477927, 85043021, 236177433, 108161999]
[93013133, 79078986, 20365635, 126967462, 173930100]
[93013133, 79078986, 27477927, 85043021, 236177433, 61444988]
[93013133, 79078986, 20365635, 126967462, 179682725, 49481092]
[206045465, 25751687, 125958478, 194460356, 135388072, 110539278]
[93013133, 79078986, 20365635, 126967462, 179682725, 236668598]
[206045465, 25751687, 125958478, 78296307, 75256724, 244744945]
[206045465, 237134557, 98501963, 193035196, 7380439, 116501633]
[206045465, 25751687, 125958478, 78296307, 75256724, 128517796]
[206045465, 237134557, 98501963, 193035196, 217614723, 62073084]
[206045465, 237134557, 98501963, 193035196, 7380439, 20431811]
[206045465, 237134557, 98501963, 193035196, 7380439, 142774380]
[206045465, 25751687, 125958478, 194460356, 135388072, 160111250]
[206045465, 237134557, 98501963, 193035196, 86116500, 243923037]
[93013133, 79078986, 27477927, 85043021, 84166967, 146156677]
[206045465, 237134557, 98501963, 193035196, 86116500, 81100397]
[206045465, 25751687, 125958478, 194460356, 135388072, 70905537]
[206045465, 237134557, 98501963, 193035196, 7380439, 20721162]
[206045465, 237134557, 98501963, 193035196, 217614723, 60426241]
[93013133, 79078986, 27477927, 85043021, 236177433, 182957003]
[93013133, 79078986, 27477927, 85043021, 236177433, 212689831]
[206045465, 237134557, 98501963, 193035196, 127476587, 16308407]
[206045465, 25751687, 125958478, 194460356, 135388072, 89490646]
[206045465, 237134557, 98501963, 193035196, 7380439, 50346999]
[93013133, 79078986, 20365635, 126967462, 179682725, 66603343]
[93013133, 79078986, 27477927, 85043021, 236177433, 81215123]
[206045465, 237134557, 98501963, 193035196, 86116500, 161527385]
[93013133, 79078986, 27477927, 85043021, 84166967, 85205848]
[206045465, 237134557, 98501963, 193035196, 86116500, 176357817]
[206045465, 237134557, 98501963, 193035196, 7380439, 36246241]
[93013133, 79078986, 20365635, 126967462, 179682725, 137899685]
[206045465, 237134557, 98501963, 193035196, 217614723, 107232352]
[93013133, 79078986, 27477927, 85043021, 236177433, 40683991]
[93013133, 79078986, 20365635, 126967462, 179682725, 176803304]
[206045465, 25751687, 125958478, 194460356, 135388072, 241536520]
[93013133, 79078986, 27477927, 85043021, 236177433, 148847092]
[206045465, 237134557, 98501963, 193035196, 127476587, 17428112]
[206045465, 237134557, 98501963, 193035196, 7380439, 116333782]
[93013133, 79078986, 27477927, 85043021, 84166967, 39933558]
[206045465, 25751687, 125958478, 78296307, 75256724, 37609389]
[206045465, 25751687, 125958478, 194460356, 135388072, 177152317]
[93013133, 79078986, 27477927, 85043021, 84166967, 132212052]
[93013133, 79078986, 27477927, 85043021, 84166967, 37551924]
[93013133, 79078986, 27477927, 85043021, 236177433, 84875888]
[93013133, 79078986, 27477927, 85043021, 84166967, 242333723]
[206045465, 237134557, 98501963, 193035196, 86116500, 106985712]
[93013133, 79078986, 27477927, 85043021, 84166967, 32253847]
[206045465, 237134557, 98501963, 193035196, 127476587, 80075743]
[206045465, 25751687, 125958478, 78296307, 75256724, 185214914]
[206045465, 237134557, 98501963, 193035196, 7380439, 53375802]
[206045465, 237134557, 98501963, 193035196, 217614723, 80600543]
[206045465, 25751687, 125958478, 78296307, 75256724, 239946593]
[93013133, 79078986, 20365635, 126967462, 179682725, 124618752]
[206045465, 25751687, 125958478, 194460356, 135388072, 238057536]
[93013133, 79078986, 27477927, 85043021, 236177433, 86567406]
[206045465, 237134557, 98501963, 193035196, 217614723, 63693083]
[93013133, 79078986, 27477927, 85043021, 84166967, 70349727]
[93013133, 79078986, 27477927, 85043021, 84166967, 18732533]
[206045465, 25751687, 125958478, 194460356, 135388072, 95655624]
[206045465, 237134557, 98501963, 193035196, 7380439, 27882483]
[206045465, 237134557, 98501963, 193035196, 217614723, 248612322]
[206045465, 25751687, 125958478, 194460356, 135388072, 146790024]
[206045465, 237134557, 98501963, 193035196, 217614723, 30000291]
[206045465, 25751687, 125958478, 194460356, 135388072, 91834697]
[206045465, 237134557, 98501963, 193035196, 217614723, 126010499]
[206045465, 25751687, 125958478, 78296307, 75256724, 243779392]
[206045465, 237134557, 98501963, 193035196, 7380439, 235299394]
[93013133, 79078986, 20365635, 126967462, 179682725, 1648181]
[93013133, 79078986, 20365635, 126967462, 179682725, 220767589]
[206045465, 237134557, 98501963, 193035196, 217614723, 151200923]
[206045465, 25751687, 125958478, 194460356, 135388072, 196595307]
[206045465, 237134557, 98501963, 193035196, 7380439, 133619365]
[93013133, 79078986, 20365635, 126967462, 179682725, 96432484]
[93013133, 79078986, 27477927, 85043021, 84166967, 46982]
[206045465, 237134557, 98501963, 193035196, 7380439, 171403712]
[206045465, 237134557, 98501963, 193035196, 7380439, 170219065]
[93013133, 79078986, 27477927, 85043021, 236177433, 19415372]
[206045465, 25751687, 125958478, 78296307, 75256724, 60996522]
[206045465, 237134557, 98501963, 193035196, 127476587, 151718321]
[206045465, 237134557, 98501963, 193035196, 217614723, 192583483]
[93013133, 79078986, 27477927, 85043021, 84166967, 146996091]
[93013133, 79078986, 27477927, 85043021, 84166967, 232952546]
[206045465, 237134557, 98501963, 193035196, 217614723, 59412040]
[93013133, 79078986, 20365635, 126967462, 179682725, 206902338]
[93013133, 79078986, 27477927, 85043021, 236177433, 193222773]
[206045465, 237134557, 98501963, 193035196, 127476587, 248742218]
[93013133, 79078986, 27477927, 85043021, 84166967, 117896120]
[206045465, 237134557, 98501963, 193035196, 127476587, 180425059]
[93013133, 79078986, 20365635, 126967462, 179682725, 93996980]
[206045465, 237134557, 98501963, 193035196, 127476587, 139581795]
[206045465, 237134557, 98501963, 193035196, 86116500, 67010839]
[206045465, 237134557, 98501963, 193035196, 127476587, 237951808]
[93013133, 79078986, 20365635, 126967462, 81088629]
[206045465, 237134557, 98501963, 193035196, 127476587, 155563575]
[206045465, 237134557, 98501963, 193035196, 217614723, 243932121]
[206045465, 237134557, 98501963, 193035196, 7380439, 143702389]
[206045465, 237134557, 98501963, 193035196, 7380439, 95437580]
[93013133, 79078986, 20365635, 126967462, 179682725, 77093964]
[206045465, 237134557, 98501963, 193035196, 86116500, 144581547]
[206045465, 25751687, 125958478, 78296307, 75256724, 104873354]
[206045465, 237134557, 98501963, 193035196, 127476587, 240713779]
[206045465, 237134557, 98501963, 193035196, 86116500, 167014032]
[206045465, 237134557, 98501963, 193035196, 217614723, 201965566]
[206045465, 237134557, 98501963, 193035196, 7380439, 162273419]
[206045465, 25751687, 125958478, 194460356, 135388072, 17381906]
[93013133, 79078986, 20365635, 126967462, 240442750]
[206045465, 25751687, 125958478, 194460356, 135388072, 62132438]
[93013133, 79078986, 27477927, 85043021, 84166967, 67606887]
[206045465, 25751687, 125958478, 194460356, 135388072, 112562873]
[93013133, 79078986, 20365635, 126967462, 172047934]
[93013133, 79078986, 27477927, 85043021, 236177433, 180168631]
[206045465, 237134557, 98501963, 193035196, 127476587, 125516794]
[93013133, 79078986, 27477927, 85043021, 236177433, 71075766]
[206045465, 237134557, 98501963, 193035196, 127476587, 196160715]
[93013133, 79078986, 20365635, 126967462, 163098993]
[93013133, 79078986, 27477927, 85043021, 236177433, 122272578]
[206045465, 237134557, 98501963, 193035196, 86116500, 150141996]
[93013133, 79078986, 20365635, 126967462, 96183078]
[93013133, 79078986, 27477927, 85043021, 236177433, 123149957]
[206045465, 237134557, 98501963, 193035196, 7380439, 217520645]
[93013133, 79078986, 20365635, 126967462, 179682725, 230896109]
[206045465, 237134557, 98501963, 193035196, 7380439, 82751448]
[206045465, 237134557, 98501963, 193035196, 7380439, 148320517]
[206045465, 25751687, 125958478, 194460356, 135388072, 139840925]
[206045465, 25751687, 125958478, 78296307, 75256724, 109910674]
[206045465, 25751687, 125958478, 78296307, 75256724, 108388489]
[93013133, 79078986, 27477927, 85043021, 236177433, 205062979]
[206045465, 237134557, 98501963, 193035196, 7380439, 431743]
[206045465, 237134557, 98501963, 193035196, 86116500, 120344557]
[206045465, 25751687, 125958478, 194460356, 135388072, 222648065]
[93013133, 79078986, 27477927, 85043021, 84166967, 35487176]
[93013133, 79078986, 20365635, 126967462, 179682725, 75974348]
[206045465, 237134557, 98501963, 193035196, 127476587, 54420839]
[93013133, 79078986, 27477927, 85043021, 84166967, 192578494]
[206045465, 25751687, 125958478, 78296307, 75256724, 113840446]
[206045465, 237134557, 98501963, 193035196, 127476587, 116239330]
[93013133, 79078986, 20365635, 126967462, 179682725, 192591960]
[93013133, 79078986, 20365635, 126967462, 179682725, 158369828]
[93013133, 79078986, 20365635, 126967462, 179682725, 116719407]
[206045465, 25751687, 125958478, 78296307, 75256724, 157303089]
[93013133, 79078986, 27477927, 85043021, 236177433, 175482023]
[93013133, 79078986, 20365635, 126967462, 179682725, 201708836]
[206045465, 237134557, 98501963, 193035196, 7380439, 197649069]
[206045465, 237134557, 98501963, 193035196, 86116500, 184542681]
[93013133, 79078986, 20365635, 126967462, 24297653]
[206045465, 237134557, 98501963, 193035196, 86116500, 195399801]
[206045465, 237134557, 98501963, 193035196, 127476587, 225875009]
[93013133, 79078986, 27477927, 85043021, 236177433, 152688807]
[206045465, 25751687, 125958478, 78296307, 75256724, 205915198]
[206045465, 237134557, 98501963, 193035196, 7380439, 65101216]
[206045465, 237134557, 98501963, 193035196, 7380439, 245721377]
[93013133, 79078986, 27477927, 85043021, 84166967, 176524579]
[206045465, 237134557, 98501963, 193035196, 7380439, 225178535]
[206045465, 237134557, 98501963, 193035196, 217614723, 64040585]
[93013133, 79078986, 27477927, 85043021, 236177433, 212354406]
[93013133, 79078986, 20365635, 126967462, 204046954]
[206045465, 25751687, 125958478, 194460356, 135388072, 24051273]
[206045465, 237134557, 98501963, 193035196, 217614723, 172194139]
[93013133, 79078986, 20365635, 126967462, 154685300]
[206045465, 237134557, 98501963, 193035196, 127476587, 35903602]
[93013133, 79078986, 20365635, 126967462, 93801930]
[206045465, 237134557, 98501963, 193035196, 86116500, 60194130]
[206045465, 237134557, 98501963, 193035196, 7380439, 63106671]
[206045465, 237134557, 98501963, 193035196, 86116500, 120210669]
[93013133, 79078986, 20365635, 126967462, 179682725, 118391124]
[206045465, 25751687, 125958478, 194460356, 135388072, 13940503]
[93013133, 79078986, 27477927, 85043021, 84166967, 208907970]
[206045465, 237134557, 98501963, 193035196, 127476587, 226213578]
[93013133, 79078986, 27477927, 85043021, 236177433, 45221737]
[93013133, 79078986, 20365635, 126967462, 147006900]
[206045465, 25751687, 125958478, 194460356, 135388072, 36491942]
[206045465, 237134557, 98501963, 193035196, 86116500, 24717978]
[206045465, 237134557, 98501963, 193035196, 7380439, 207489860]
[206045465, 25751687, 125958478, 78296307, 75256724, 234353972]
[93013133, 79078986, 27477927, 85043021, 236177433, 165937480]
[206045465, 237134557, 98501963, 193035196, 127476587, 247884972]
[93013133, 79078986, 20365635, 126967462, 179682725, 37839398]
[93013133, 79078986, 20365635, 126967462, 128426114]
[93013133, 79078986, 27477927, 85043021, 84166967, 75377676]
[206045465, 237134557, 98501963, 193035196, 217614723, 156135991]
[93013133, 79078986, 27477927, 85043021, 84166967, 174863224]
[93013133, 79078986, 20365635, 126967462, 179682725, 216185798]
