[93013133, 79078986, 20365635, 126967462]
[93013133, 79078986, 27477927, 146897913, 48441832]
[206045465, 25751687, 125958478, 194460356, 51249964]
[206045465, 237134557, 98501963, 193035196, 174627476]
[206045465, 237134557, 150819137, 109197033, 228751103]
[206045465, 25751687, 125958478, 194460356, 164169305]
[206045465, 25751687, 125958478, 194460356, 50248601]
[93013133, 79078986, 20365635, 126302347, 27872168]
[206045465, 237134557, 98501963, 193035196, 68285853]
[206045465, 25751687, 125958478, 194460356, 63845387]
[93013133, 79078986, 20365635, 126967462, 109714105]
[93013133, 79078986, 27477927, 146897913, 96482152]
[206045465, 237134557, 98501963, 193035196, 158906279]
[93013133, 79078986, 20365635, 126967462, 148240559]
[93013133, 79078986, 20365635, 126967462, 1398622]
[93013133, 79078986, 20365635, 126967462, 78763933]
[206045465, 237134557, 98501963, 187514316]
[206045465, 25751687, 125958478, 194460356, 148983849]
[93013133, 79078986, 27477927, 146897913, 223222082]
[206045465, 25751687, 125958478, 78296307, 9928440]
[93013133, 79078986, 20365635, 126302347, 62894327]
[206045465, 25751687, 125958478, 78296307, 46247693]
[93013133, 79078986, 20365635, 126302347, 235207968]
[93013133, 79078986, 27477927, 85043021, 25066680]
[93013133, 79078986, 20365635, 126302347, 173186235]
[206045465, 237134557, 98501963, 193035196, 242739711]
[93013133, 79078986, 27477927, 85043021, 173373264]
[206045465, 25751687, 125958478, 194460356, 175999725]
[93013133, 79078986, 27477927, 151118393, 206674826]
[206045465, 25751687, 125958478, 194460356, 183301560]
[206045465, 25751687, 125958478, 194460356, 167312313]
[93013133, 79078986, 20365635, 126302347, 15368785]
[93013133, 79078986, 20365635, 126302347, 126520136]
[206045465, 237134557, 150819137, 109197033, 174846094]
[93013133, 79078986, 20365635, 126967462, 238862221]
[93013133, 79078986, 20365635, 126967462, 187774380]
[93013133, 79078986, 27477927, 85043021, 93889520]
[206045465, 237134557, 98501963, 70686059]
[93013133, 79078986, 20365635, 126302347, 114096581]
[206045465, 25751687, 125958478, 78296307, 22839383]
[93013133, 79078986, 27477927, 146897913, 90862492]
[206045465, 25751687, 125958478, 78296307, 24206680]
[93013133, 79078986, 27477927, 146897913, 16887638]
[206045465, 237134557, 150819137, 109197033, 237906430]
[93013133, 79078986, 27477927, 151118393, 5826768]
[206045465, 237134557, 98501963, 50009313]
[93013133, 79078986, 20365635, 126967462, 186891183]
[93013133, 79078986, 27477927, 146897913, 46766426]
[206045465, 237134557, 98501963, 193035196, 39830238]
[206045465, 25751687, 125958478, 78296307, 32016238]
[93013133, 79078986, 20365635, 126302347, 111612549]
[206045465, 237134557, 98501963, 167786790]
[206045465, 25751687, 125958478, 78296307, 10173005]
[206045465, 237134557, 98501963, 187305419]
[93013133, 79078986, 27477927, 151118393, 204224679]
[93013133, 79078986, 20365635, 126967462, 82051894]
[93013133, 79078986, 27477927, 85043021, 84166967]
[206045465, 237134557, 98501963, 132692593]
[93013133, 79078986, 20365635, 126967462, 187085120]
[206045465, 25751687, 125958478, 78296307, 189062731]
[206045465, 25751687, 125958478, 78296307, 99456508]
[206045465, 237134557, 98501963, 193035196, 166918374]
[206045465, 237134557, 98501963, 90405328]
[93013133, 79078986, 27477927, 85043021, 29537897]
[93013133, 79078986, 27477927, 146897913, 244372228]
[93013133, 79078986, 20365635, 126967462, 173088573]
[93013133, 79078986, 27477927, 85043021, 86536799]
[93013133, 79078986, 20365635, 126967462, 71484132]
[93013133, 79078986, 27477927, 85043021, 240645499]
[206045465, 25751687, 125958478, 194460356, 99014099]
[93013133, 79078986, 27477927, 146897913, 100461732]
[93013133, 79078986, 27477927, 146897913, 175900485]
[206045465, 25751687, 125958478, 194460356, 98846376]
[206045465, 25751687, 125958478, 78296307, 195342291]
[206045465, 237134557, 150819137, 109197033, 223159217]
[93013133, 79078986, 20365635, 126302347, 99055087]
[206045465, 25751687, 125958478, 78296307, 28978329]
[93013133, 79078986, 27477927, 151118393, 75490592]
[93013133, 79078986, 20365635, 126302347, 208884315]
[93013133, 79078986, 27477927, 146897913, 174836423]
[206045465, 237134557, 98501963, 44164928]
[206045465, 237134557, 98501963, 193035196, 148774670]
[93013133, 79078986, 20365635, 126967462, 121039230]
[206045465, 25751687, 125958478, 78296307, 33078758]
[206045465, 25751687, 125958478, 194460356, 48644123]
[206045465, 237134557, 150819137, 109197033, 162616913]
[206045465, 25751687, 125958478, 78296307, 88354117]
[93013133, 79078986, 20365635, 126302347, 21067040]
[206045465, 237134557, 150819137, 109197033, 121770821]
[206045465, 25751687, 125958478, 194460356, 62970152]
[93013133, 79078986, 27477927, 146897913, 224603867]
[93013133, 79078986, 20365635, 126302347, 13734709]
[206045465, 237134557, 150819137, 109197033, 972467]
[93013133, 79078986, 27477927, 146897913, 26789324]
[93013133, 79078986, 27477927, 146897913, 91744810]
[93013133, 79078986, 27477927, 85043021, 119262576]
[93013133, 79078986, 20365635, 126302347, 60020689]
[93013133, 79078986, 27477927, 85043021, 22236670]
[93013133, 79078986, 27477927, 146897913, 210391434]
[93013133, 79078986, 20365635, 126302347, 181696027]
[93013133, 79078986, 20365635, 126967462, 35824626]
[93013133, 79078986, 20365635, 126967462, 14118877]
[93013133, 79078986, 20365635, 126967462, 126572000]
[93013133, 79078986, 20365635, 126967462, 184877780]
[206045465, 237134557, 150819137, 109197033, 123897871]
[93013133, 79078986, 20365635, 126302347, 159658634]
[93013133, 79078986, 20365635, 126302347, 227158949]
[206045465, 25751687, 125958478, 78296307, 72933955]
[206045465, 237134557, 98501963, 70719794]
[93013133, 79078986, 27477927, 146897913, 149171235]
[93013133, 79078986, 27477927, 146897913, 114340305]
[206045465, 25751687, 125958478, 78296307, 183944899]
[206045465, 25751687, 125958478, 78296307, 57341275]
[206045465, 25751687, 125958478, 78296307, 56035937]
[206045465, 25751687, 125958478, 78296307, 198424171]
[93013133, 79078986, 20365635, 126302347, 8449558]
[206045465, 25751687, 125958478, 194460356, 176788127]
[93013133, 79078986, 27477927, 146897913, 106528091]
[93013133, 79078986, 27477927, 146897913, 44283690]
[93013133, 79078986, 20365635, 126302347, 149707874]
[206045465, 25751687, 125958478, 194460356, 97810659]
[206045465, 237134557, 150819137, 109197033, 117003032]
[93013133, 79078986, 20365635, 126967462, 76673958]
[206045465, 25751687, 125958478, 194460356, 93713520]
[93013133, 79078986, 27477927, 151118393, 16425823]
[206045465, 237134557, 98501963, 26756141]
[93013133, 79078986, 27477927, 151118393, 213108636]
[206045465, 237134557, 150819137, 109197033, 29484369]
[206045465, 237134557, 98501963, 184048209]
[93013133, 79078986, 20365635, 126302347, 117926822]
[206045465, 237134557, 98501963, 193035196, 148078749]
[206045465, 25751687, 125958478, 194460356, 130583683]
[93013133, 79078986, 20365635, 126302347, 10039512]
[206045465, 237134557, 98501963, 120921940]
[93013133, 79078986, 27477927, 85043021, 167421298]
[93013133, 79078986, 20365635, 126302347, 119670959]
[206045465, 25751687, 125958478, 78296307, 173067918]
[93013133, 79078986, 20365635, 126302347, 194165647]
[206045465, 237134557, 98501963, 193035196, 162733980]
[206045465, 25751687, 125958478, 194460356, 88091668]
[206045465, 237134557, 98501963, 192013098]
[206045465, 237134557, 150819137, 109197033, 89603370]
[93013133, 79078986, 27477927, 85043021, 109101367]
[206045465, 237134557, 150819137, 109197033, 157818321]
[206045465, 237134557, 98501963, 193035196, 119701960]
[206045465, 237134557, 98501963, 138830020]
[93013133, 79078986, 27477927, 151118393, 119007215]
[206045465, 25751687, 125958478, 78296307, 47235042]
[206045465, 237134557, 98501963, 193035196, 126924124]
[206045465, 237134557, 150819137, 109197033, 26593316]
[206045465, 237134557, 98501963, 32300157]
[93013133, 79078986, 20365635, 126967462, 24489222]
[93013133, 79078986, 20365635, 126302347, 85315834]
[206045465, 25751687, 125958478, 78296307, 104553759]
[93013133, 79078986, 27477927, 146897913, 51452386]
[93013133, 79078986, 20365635, 126302347, 10540584]
[206045465, 237134557, 150819137, 109197033, 198149430]
[93013133, 79078986, 20365635, 126302347, 83741242]
[206045465, 25751687, 125958478, 194460356, 136345157]
[93013133, 79078986, 27477927, 151118393, 170642854]
[93013133, 79078986, 27477927, 151118393, 161538982]
[206045465, 237134557, 98501963, 193035196, 6040063]
[93013133, 79078986, 20365635, 126302347, 56278839]
[93013133, 79078986, 27477927, 151118393, 29485490]
[93013133, 79078986, 27477927, 85043021, 104510633]
[206045465, 237134557, 98501963, 193035196, 117494112]
[206045465, 237134557, 150819137, 109197033, 13682217]
[206045465, 237134557, 98501963, 12419682]
[206045465, 237134557, 98501963, 103561752]
[206045465, 25751687, 125958478, 78296307, 10199769]
[206045465, 237134557, 150819137, 109197033, 144056326]
[206045465, 237134557, 98501963, 193035196, 7688082]
[206045465, 237134557, 98501963, 193035196, 47889594]
[206045465, 237134557, 150819137, 109197033, 20866067]
[93013133, 79078986, 27477927, 85043021, 9571812]
[93013133, 79078986, 20365635, 126967462, 218171665]
[93013133, 79078986, 20365635, 126967462, 112481608]
[206045465, 237134557, 150819137, 109197033, 225349529]
[206045465, 237134557, 150819137, 109197033, 138974401]
[93013133, 79078986, 27477927, 85043021, 111719124]
[206045465, 237134557, 150819137, 109197033, 64890126]
[206045465, 237134557, 98501963, 104724235]
[206045465, 25751687, 125958478, 78296307, 234249747]
[206045465, 237134557, 98501963, 104033812]
[93013133, 79078986, 27477927, 151118393, 115871801]
[206045465, 237134557, 150819137, 109197033, 158717982]
[206045465, 237134557, 98501963, 193035196, 9302176]
[93013133, 79078986, 27477927, 151118393, 201529470]
[206045465, 237134557, 98501963, 193035196, 141308114]
[93013133, 79078986, 27477927, 85043021, 239303743]
[93013133, 79078986, 20365635, 126302347, 174313874]
[206045465, 237134557, 150819137, 109197033, 132111093]
[93013133, 79078986, 20365635, 126302347, 5294696]
[93013133, 79078986, 27477927, 151118393, 220776863]
[206045465, 25751687, 125958478, 194460356, 191597236]
[93013133, 79078986, 20365635, 126302347, 112432988]
[93013133, 79078986, 27477927, 85043021, 40232156]
[93013133, 79078986, 20365635, 126967462, 124582785]
[206045465, 237134557, 150819137, 109197033, 178925531]
[206045465, 25751687, 125958478, 78296307, 95675287]
[93013133, 79078986, 27477927, 85043021, 220318347]
[93013133, 79078986, 27477927, 151118393, 176344549]
[206045465, 237134557, 98501963, 25809308]
[206045465, 237134557, 98501963, 193035196, 234517361]
[93013133, 79078986, 20365635, 126302347, 134723803]
[206045465, 237134557, 98501963, 69400396]
[206045465, 25751687, 125958478, 78296307, 129453652]
[206045465, 237134557, 150819137, 109197033, 215246977]
[206045465, 237134557, 150819137, 109197033, 109316444]
[206045465, 237134557, 98501963, 193035196, 80640393]
[93013133, 79078986, 27477927, 151118393, 172870004]
[206045465, 237134557, 98501963, 193035196, 237103404]
[93013133, 79078986, 27477927, 85043021, 155563299]
[93013133, 79078986, 27477927, 85043021, 166999525]
[206045465, 237134557, 98501963, 193035196, 62146836]
[93013133, 79078986, 20365635, 126967462, 155431169]
[206045465, 237134557, 98501963, 118092966]
[93013133, 79078986, 27477927, 146897913, 192784943]
[93013133, 79078986, 27477927, 85043021, 240982485]
[206045465, 237134557, 150819137, 109197033, 28623775]
[206045465, 25751687, 125958478, 194460356, 202524829]
[93013133, 79078986, 27477927, 85043021, 190628475]
[93013133, 79078986, 27477927, 146897913, 236727785]
[93013133, 79078986, 27477927, 151118393, 80121129]
[93013133, 79078986, 27477927, 85043021, 65664295]
[93013133, 79078986, 27477927, 85043021, 130510033]
[206045465, 25751687, 125958478, 78296307, 142315244]
[93013133, 79078986, 27477927, 146897913, 170100924]
[93013133, 79078986, 20365635, 126302347, 150683184]
[206045465, 25751687, 125958478, 194460356, 209658039]
[93013133, 79078986, 27477927, 146897913, 91578939]
[206045465, 25751687, 125958478, 194460356, 180432136]
[206045465, 237134557, 150819137, 109197033, 241562111]
[93013133, 79078986, 27477927, 151118393, 20352884]
[93013133, 79078986, 20365635, 126302347, 111793977]
[93013133, 79078986, 27477927, 85043021, 87377566]
[93013133, 79078986, 27477927, 146897913, 23192220]
[206045465, 25751687, 125958478, 78296307, 232760378]
[93013133, 79078986, 20365635, 126302347, 141805353]
[93013133, 79078986, 20365635, 126967462, 54469629]
[206045465, 25751687, 125958478, 194460356, 112451090]
[206045465, 237134557, 98501963, 151457496]
[206045465, 25751687, 125958478, 194460356, 46510127]
[206045465, 25751687, 125958478, 78296307, 234864805]
[93013133, 79078986, 27477927, 151118393, 62376731]
[206045465, 237134557, 150819137, 109197033, 154871364]
[93013133, 79078986, 27477927, 85043021, 118194816]
[93013133, 79078986, 27477927, 85043021, 202881716]
[93013133, 79078986, 27477927, 85043021, 33231874]
[93013133, 79078986, 27477927, 151118393, 106004279]
[206045465, 237134557, 98501963, 209556661]
[93013133, 79078986, 20365635, 126967462, 104581296]
[206045465, 237134557, 150819137, 109197033, 189262589]
[93013133, 79078986, 27477927, 151118393, 42546296]
[206045465, 237134557, 98501963, 193035196, 158315043]
[206045465, 25751687, 125958478, 194460356, 233909532]
[206045465, 25751687, 125958478, 194460356, 247200615]
[206045465, 237134557, 98501963, 193035196, 215711707]
[206045465, 25751687, 125958478, 78296307, 200172987]
[93013133, 79078986, 27477927, 146897913, 135174978]
[206045465, 237134557, 98501963, 61693185]
[206045465, 25751687, 125958478, 194460356, 105006315]
[93013133, 79078986, 20365635, 126967462, 30569031]
[93013133, 79078986, 27477927, 85043021, 139477394]
[206045465, 237134557, 98501963, 193035196, 6692966]
[93013133, 79078986, 20365635, 126302347, 92148541]
[93013133, 79078986, 20365635, 126967462, 209401108]
[93013133, 79078986, 27477927, 146897913, 243721683]
[206045465, 237134557, 98501963, 19543548]
[206045465, 25751687, 125958478, 194460356, 43138012]
[206045465, 237134557, 150819137, 109197033, 185105535]
[93013133, 79078986, 27477927, 151118393, 23308670]
[206045465, 25751687, 125958478, 78296307, 133395129]
[206045465, 237134557, 98501963, 193035196, 116364966]
[206045465, 237134557, 150819137, 109197033, 246159194]
[93013133, 79078986, 20365635, 126967462, 30585635]
[206045465, 237134557, 150819137, 109197033, 199585600]
[206045465, 237134557, 98501963, 193035196, 130821762]
[206045465, 237134557, 98501963, 193035196, 229918121]
[93013133, 79078986, 27477927, 151118393, 108950237]
[93013133, 79078986, 27477927, 85043021, 59786910]
[206045465, 237134557, 98501963, 130870034]
[93013133, 79078986, 20365635, 126967462, 227478939]
[206045465, 237134557, 150819137, 109197033, 40563119]
[206045465, 237134557, 150819137, 109197033, 32799941]
[93013133, 79078986, 20365635, 126302347, 110644147]
[206045465, 25751687, 125958478, 78296307, 235752934]
[206045465, 237134557, 98501963, 114754655]
[93013133, 79078986, 27477927, 151118393, 95174055]
[206045465, 237134557, 98501963, 197213487]
[93013133, 79078986, 27477927, 151118393, 95532965]
[93013133, 79078986, 20365635, 126967462, 107922504]
[206045465, 25751687, 125958478, 194460356, 205715195]
[93013133, 79078986, 27477927, 151118393, 34725980]
[206045465, 237134557, 150819137, 109197033, 73713947]
[206045465, 237134557, 98501963, 99286983]
[206045465, 25751687, 125958478, 194460356, 196220049]
[206045465, 237134557, 98501963, 193035196, 155275719]
[93013133, 79078986, 27477927, 151118393, 31957706]
[206045465, 237134557, 98501963, 152945900]
[93013133, 79078986, 27477927, 146897913, 69971351]
[93013133, 79078986, 20365635, 126302347, 229710996]
[93013133, 79078986, 27477927, 151118393, 100730376]
[206045465, 237134557, 98501963, 193035196, 239194236]
[93013133, 79078986, 20365635, 126967462, 38956338]
[206045465, 25751687, 125958478, 194460356, 68958558]
[206045465, 25751687, 125958478, 78296307, 40713691]
[93013133, 79078986, 27477927, 146897913, 192826947]
[206045465, 25751687, 125958478, 78296307, 100906835]
[206045465, 237134557, 98501963, 193035196, 149330766]
[93013133, 79078986, 20365635, 126302347, 13417767]
[93013133, 79078986, 27477927, 151118393, 33891130]
[93013133, 79078986, 20365635, 126302347, 23415069]
