[23352730, 119400816, 86172609, 205958532]
[139546810, 239589720, 133551693, 59573031]
[139546810, 239589720, 133551693, 122677677]
[23352730, 119400816, 86172609, 108978886, 155360356]
[23352730, 119400816, 86172609, 182731818, 67748513]
[92371730, 165264122, 73616657, 64482174, 95502345]
[23352730, 176157657, 145969510, 219043633, 1826024]
[23352730, 176157657, 145969510, 219043633, 93960791]
[23352730, 119400816, 86172609, 205958532, 104060704]
[139546810, 239589720, 133551693, 7433512]
[23352730, 119400816, 86172609, 205958532, 157261201]
[23352730, 79325002, 248242818, 128229141, 40717370]
[23352730, 119400816, 86172609, 108978886, 155425424]
[23352730, 176157657, 145969510, 219043633, 15425299]
[23352730, 119400816, 86172609, 182731818, 24271655]
[23352730, 176157657, 145969510, 219043633, 231489392]
[139546810, 239589720, 133551693, 134437221]
[139546810, 239589720, 133551693, 135009179]
[23352730, 166909107, 28473185, 50455199, 24427656]
[23352730, 119400816, 86172609, 182731818, 9427768]
[23352730, 176157657, 145969510, 246293864, 12679313]
[92371730, 165264122, 73616657, 64482174, 57343251]
[23352730, 119400816, 202357487, 126976062]
[23352730, 79325002, 248242818, 128229141, 227591457]
[23352730, 119400816, 86172609, 182731818, 217103486]
[23352730, 79325002, 248242818, 128229141, 50980325]
[23352730, 119400816, 202357487, 218369620]
[23352730, 176157657, 145969510, 246293864, 21809585]
[23352730, 166909107, 28473185, 50455199, 156845773]
[139546810, 239589720, 133551693, 214279536]
[23352730, 79325002, 248242818, 128229141, 90592773]
[23352730, 119400816, 86172609, 108978886, 7159465]
[23352730, 119400816, 86172609, 205958532, 22304088]
[139546810, 239589720, 133551693, 99331649]
[23352730, 176157657, 145969510, 219043633, 185557381]
[92371730, 165264122, 73616657, 64482174, 92336425]
[23352730, 176157657, 145969510, 246293864, 24191365]
[23352730, 119400816, 86172609, 182731818, 201832423]
[23352730, 119400816, 86172609, 108978886, 121157851]
[92371730, 165264122, 73616657, 64482174, 208940243]
[23352730, 176157657, 145969510, 246293864, 223808056]
[23352730, 176157657, 145969510, 219043633, 118373644]
[23352730, 176157657, 145969510, 219043633, 247787260]
[23352730, 119400816, 86172609, 108978886, 50491782]
[23352730, 166909107, 28473185, 50455199, 103303613]
[23352730, 166909107, 28473185, 50455199, 162329108]
[23352730, 119400816, 86172609, 205958532, 244769746]
[92371730, 165264122, 73616657, 64482174, 246291068]
[23352730, 176157657, 145969510, 219043633, 23414570]
[23352730, 119400816, 86172609, 108978886, 102483821]
[139546810, 239589720, 133551693, 238114349]
[92371730, 165264122, 73616657, 64482174, 42946005]
[23352730, 176157657, 145969510, 246293864, 151825410]
[23352730, 119400816, 202357487, 178645]
[139546810, 239589720, 133551693, 118854692]
[139546810, 239589720, 133551693, 191306062]
[139546810, 239589720, 133551693, 8387903]
[23352730, 119400816, 202357487, 28260510]
[23352730, 119400816, 86172609, 205958532, 54262261]
[23352730, 166909107, 28473185, 50455199, 208173780]
[92371730, 165264122, 73616657, 64482174, 161585713]
[23352730, 176157657, 145969510, 246293864, 218176667]
[23352730, 176157657, 145969510, 219043633, 192405998]
[23352730, 119400816, 86172609, 182731818, 112883446]
[23352730, 79325002, 248242818, 128229141, 53528962]
[23352730, 79325002, 248242818, 128229141, 95803919]
[23352730, 176157657, 145969510, 219043633, 153579572]
[23352730, 119400816, 202357487, 178962169]
[23352730, 119400816, 86172609, 205958532, 7667695]
[23352730, 79325002, 248242818, 128229141, 30083851]
[23352730, 176157657, 145969510, 246293864, 159741468]
[23352730, 119400816, 86172609, 205958532, 153307866]
[139546810, 239589720, 133551693, 138087287]
[23352730, 119400816, 86172609, 182731818, 25181216]
[23352730, 119400816, 86172609, 182731818, 27334517]
[139546810, 239589720, 133551693, 48975845]
[23352730, 79325002, 248242818, 128229141, 68413488]
[23352730, 176157657, 145969510, 246293864, 164698584]
[23352730, 119400816, 86172609, 205958532, 26328549]
[23352730, 119400816, 86172609, 182731818, 17981058]
[23352730, 119400816, 86172609, 205958532, 49482433]
[23352730, 119400816, 86172609, 205958532, 212784550]
[23352730, 166909107, 28473185, 50455199, 247514190]
[92371730, 165264122, 73616657, 64482174, 152657782]
[23352730, 119400816, 86172609, 182731818, 84975439]
[23352730, 119400816, 202357487, 66023548]
[23352730, 79325002, 248242818, 128229141, 49130399]
[23352730, 119400816, 202357487, 119332672]
[23352730, 176157657, 145969510, 246293864, 243765289]
[23352730, 119400816, 202357487, 63975169]
[23352730, 79325002, 248242818, 128229141, 151529735]
[23352730, 176157657, 145969510, 219043633, 55865184]
[23352730, 166909107, 28473185, 50455199, 151505210]
[23352730, 119400816, 86172609, 182731818, 212780197]
[23352730, 176157657, 145969510, 246293864, 47467488]
[23352730, 119400816, 86172609, 108978886, 18035244]
[23352730, 119400816, 86172609, 108978886, 222474653]
[92371730, 165264122, 73616657, 64482174, 130874531]
[23352730, 119400816, 202357487, 8758097]
[92371730, 165264122, 73616657, 64482174, 210408821]
[23352730, 176157657, 145969510, 246293864, 167996584]
[23352730, 119400816, 86172609, 182731818, 54653751]
[92371730, 165264122, 73616657, 64482174, 24896116]
[23352730, 176157657, 145969510, 246293864, 99350764]
[23352730, 119400816, 86172609, 182731818, 76034322]
[92371730, 165264122, 73616657, 64482174, 174486385]
[23352730, 119400816, 86172609, 205958532, 19090796]
[92371730, 165264122, 73616657, 64482174, 186977213]
[23352730, 119400816, 86172609, 182731818, 227805636]
[23352730, 119400816, 202357487, 73459827]
[23352730, 119400816, 86172609, 205958532, 91832803]
[92371730, 165264122, 73616657, 64482174, 120056971]
[23352730, 119400816, 86172609, 182731818, 107623931]
[23352730, 119400816, 202357487, 108399202]
[23352730, 119400816, 202357487, 221895022]
[23352730, 176157657, 145969510, 219043633, 207408314]
[139546810, 239589720, 133551693, 244648383]
[139546810, 239589720, 133551693, 4706828]
[23352730, 119400816, 86172609, 108978886, 100477509]
[23352730, 119400816, 86172609, 205958532, 43871769]
[23352730, 119400816, 86172609, 182731818, 231851390]
[23352730, 119400816, 202357487, 176508316]
[23352730, 119400816, 86172609, 108978886, 30520343]
[23352730, 119400816, 86172609, 182731818, 166473287]
[23352730, 119400816, 86172609, 182731818, 162375059]
[23352730, 176157657, 145969510, 219043633, 209344589]
[92371730, 165264122, 73616657, 64482174, 64959703]
[23352730, 119400816, 86172609, 108978886, 227195109]
[23352730, 166909107, 28473185, 50455199, 194117985]
[23352730, 79325002, 248242818, 128229141, 68422802]
[23352730, 166909107, 28473185, 50455199, 34007957]
[23352730, 176157657, 145969510, 246293864, 164985583]
[92371730, 165264122, 73616657, 64482174, 88691861]
[92371730, 165264122, 73616657, 64482174, 14108111]
[23352730, 79325002, 248242818, 128229141, 81788568]
[23352730, 166909107, 28473185, 50455199, 228755367]
[23352730, 119400816, 202357487, 7718581]
[23352730, 79325002, 248242818, 128229141, 38165925]
[23352730, 119400816, 86172609, 182731818, 145443549]
[23352730, 176157657, 145969510, 219043633, 31761600]
[23352730, 166909107, 28473185, 50455199, 212882383]
[92371730, 165264122, 73616657, 64482174, 60556557]
[23352730, 176157657, 145969510, 246293864, 92689536]
[23352730, 119400816, 202357487, 25816169]
[23352730, 119400816, 202357487, 231494192]
[23352730, 119400816, 86172609, 182731818, 101751599]
[92371730, 165264122, 73616657, 64482174, 29050157]
[23352730, 176157657, 145969510, 246293864, 224057969]
[23352730, 176157657, 145969510, 219043633, 217099766]
[139546810, 239589720, 133551693, 224871245]
[23352730, 119400816, 86172609, 108978886, 27228674]
[92371730, 165264122, 73616657, 64482174, 84215450]
[23352730, 119400816, 86172609, 205958532, 109029845]
[92371730, 165264122, 73616657, 64482174, 245321408]
[23352730, 176157657, 145969510, 246293864, 36126925]
[139546810, 239589720, 133551693, 18837916]
[23352730, 176157657, 145969510, 246293864, 238813237]
[92371730, 165264122, 73616657, 64482174, 214668212]
[23352730, 119400816, 202357487, 11714874]
[23352730, 79325002, 248242818, 128229141, 123778488]
[23352730, 119400816, 86172609, 108978886, 20259516]
[23352730, 119400816, 86172609, 205958532, 184379448]
[23352730, 176157657, 145969510, 219043633, 110596547]
[23352730, 119400816, 86172609, 205958532, 218414854]
[23352730, 119400816, 202357487, 14343477]
[23352730, 119400816, 86172609, 108978886, 439294]
[23352730, 176157657, 145969510, 219043633, 193312734]
[23352730, 166909107, 28473185, 50455199, 212228423]
[23352730, 119400816, 202357487, 219694740]
[23352730, 166909107, 28473185, 50455199, 220662956]
[23352730, 119400816, 202357487, 83023498]
[23352730, 176157657, 145969510, 219043633, 151727766]
[23352730, 119400816, 202357487, 180070466]
[23352730, 119400816, 86172609, 108978886, 12801802]
[139546810, 239589720, 133551693, 180687999]
[23352730, 176157657, 145969510, 246293864, 31359805]
[23352730, 166909107, 28473185, 50455199, 143768669]
[139546810, 239589720, 133551693, 147983]
[23352730, 176157657, 145969510, 246293864, 125309747]
[92371730, 165264122, 73616657, 64482174, 246655285]
[139546810, 239589720, 133551693, 106463719]
[23352730, 176157657, 145969510, 219043633, 118476957]
[23352730, 119400816, 86172609, 205958532, 112562351]
[23352730, 166909107, 28473185, 50455199, 41550779]
[23352730, 119400816, 202357487, 224695141]
[23352730, 166909107, 28473185, 50455199, 27988352]
[23352730, 119400816, 86172609, 205958532, 236095514]
[23352730, 166909107, 28473185, 50455199, 148469506]
[92371730, 165264122, 73616657, 64482174, 71551735]
[23352730, 119400816, 86172609, 108978886, 181765112]
[92371730, 165264122, 73616657, 64482174, 78854335]
[23352730, 176157657, 145969510, 246293864, 194341905]
[23352730, 119400816, 86172609, 182731818, 91506265]
[23352730, 119400816, 86172609, 205958532, 215629581]
[139546810, 239589720, 133551693, 137061724]
[139546810, 239589720, 133551693, 67357247]
[23352730, 119400816, 86172609, 108978886, 12871]
[23352730, 79325002, 248242818, 128229141, 29033713]
[23352730, 166909107, 28473185, 50455199, 22815143]
[23352730, 119400816, 86172609, 205958532, 4916895]
[23352730, 119400816, 86172609, 108978886, 219537723]
[23352730, 79325002, 248242818, 128229141, 34247263]
[23352730, 119400816, 202357487, 74455695]
[23352730, 119400816, 86172609, 182731818, 159577749]
[92371730, 165264122, 73616657, 64482174, 210844777]
[23352730, 176157657, 145969510, 246293864, 10217491]
[23352730, 166909107, 28473185, 50455199, 112744181]
[23352730, 119400816, 86172609, 108978886, 193811784]
[23352730, 119400816, 86172609, 108978886, 240966338]
[23352730, 119400816, 202357487, 23583601]
[23352730, 176157657, 145969510, 219043633, 240873100]
[23352730, 176157657, 145969510, 219043633, 90690412]
[92371730, 165264122, 73616657, 64482174, 137255907]
[23352730, 79325002, 248242818, 128229141, 144035416]
[23352730, 79325002, 248242818, 128229141, 32249576]
[23352730, 119400816, 86172609, 182731818, 75019098]
[23352730, 119400816, 86172609, 205958532, 115347589]
[92371730, 165264122, 73616657, 64482174, 80170509]
[23352730, 119400816, 86172609, 205958532, 189897822]
[23352730, 166909107, 28473185, 50455199, 207580132]
[23352730, 176157657, 145969510, 219043633, 190847805]
[23352730, 119400816, 86172609, 182731818, 134357254]
[23352730, 176157657, 145969510, 219043633, 98263094]
[92371730, 165264122, 73616657, 64482174, 96875151]
[23352730, 79325002, 248242818, 128229141, 224516492]
[23352730, 176157657, 145969510, 246293864, 121949425]
[23352730, 176157657, 145969510, 246293864, 122053831]
[23352730, 119400816, 86172609, 182731818, 19891907]
[23352730, 119400816, 86172609, 182731818, 103893142]
[23352730, 119400816, 86172609, 108978886, 190828085]
[23352730, 176157657, 145969510, 246293864, 133144773]
[23352730, 176157657, 145969510, 219043633, 188861582]
[23352730, 119400816, 86172609, 205958532, 114836268]
[23352730, 119400816, 86172609, 205958532, 81304123]
[139546810, 239589720, 133551693, 151728563]
[23352730, 176157657, 145969510, 219043633, 192611347]
[23352730, 119400816, 202357487, 11451608]
[92371730, 165264122, 73616657, 64482174, 192502071]
[139546810, 239589720, 133551693, 65787196]
[92371730, 165264122, 73616657, 64482174, 59192660]
[92371730, 165264122, 73616657, 64482174, 29109492]
[92371730, 165264122, 73616657, 64482174, 245944059]
[23352730, 176157657, 145969510, 246293864, 38667310]
[23352730, 166909107, 28473185, 50455199, 198520888]
[23352730, 176157657, 145969510, 246293864, 18889527]
[23352730, 176157657, 145969510, 219043633, 138751039]
[139546810, 239589720, 133551693, 210782491]
[92371730, 165264122, 73616657, 64482174, 202876516]
[23352730, 176157657, 145969510, 246293864, 136877928]
[92371730, 165264122, 73616657, 64482174, 23181577]
[23352730, 79325002, 248242818, 128229141, 56948077]
[23352730, 119400816, 86172609, 182731818, 234744969]
[23352730, 119400816, 86172609, 108978886, 152089942]
[23352730, 119400816, 86172609, 205958532, 105749672]
[23352730, 119400816, 86172609, 108978886, 187431503]
[92371730, 165264122, 73616657, 64482174, 35893198]
[23352730, 119400816, 202357487, 221699141]
[23352730, 176157657, 145969510, 219043633, 87736788]
[92371730, 165264122, 73616657, 64482174, 238116574]
[23352730, 176157657, 145969510, 246293864, 199520160]
[23352730, 119400816, 86172609, 182731818, 122312206]
[23352730, 176157657, 145969510, 246293864, 26460246]
[23352730, 79325002, 248242818, 128229141, 143018262]
[139546810, 239589720, 133551693, 4546922]
[23352730, 119400816, 86172609, 108978886, 146320161]
[23352730, 176157657, 145969510, 246293864, 100691912]
[139546810, 239589720, 133551693, 27564499]
[23352730, 79325002, 248242818, 128229141, 213324293]
[23352730, 79325002, 248242818, 128229141, 2926631]
[23352730, 79325002, 248242818, 128229141, 159853532]
[23352730, 176157657, 145969510, 219043633, 8646700]
[23352730, 119400816, 202357487, 170501816]
[139546810, 239589720, 133551693, 242474437]
[23352730, 166909107, 28473185, 50455199, 77395743]
[23352730, 119400816, 86172609, 182731818, 161491297]
[139546810, 239589720, 133551693, 106458439]
[23352730, 79325002, 248242818, 128229141, 210043629]
[139546810, 239589720, 133551693, 3611419]
[23352730, 176157657, 145969510, 246293864, 24546631]
[23352730, 119400816, 86172609, 205958532, 5031323]
[23352730, 166909107, 28473185, 50455199, 188734098]
[23352730, 79325002, 248242818, 128229141, 74539038]
[23352730, 119400816, 86172609, 182731818, 43212084]
[23352730, 79325002, 248242818, 128229141, 142649704]
[23352730, 166909107, 28473185, 50455199, 171771233]
[23352730, 119400816, 86172609, 182731818, 109593006]
[92371730, 165264122, 73616657, 64482174, 102963427]
[23352730, 176157657, 145969510, 246293864, 213872459]
[23352730, 119400816, 86172609, 205958532, 31604598]
[23352730, 119400816, 86172609, 205958532, 148550260]
[23352730, 119400816, 86172609, 182731818, 216437894]
[23352730, 79325002, 248242818, 128229141, 14151673]
[92371730, 165264122, 73616657, 64482174, 207887205]
[23352730, 79325002, 248242818, 128229141, 32382365]
[23352730, 176157657, 145969510, 246293864, 220799373]
[23352730, 176157657, 145969510, 219043633, 168079617]
[139546810, 239589720, 133551693, 132691929]
[23352730, 176157657, 145969510, 246293864, 97816105]
[92371730, 165264122, 73616657, 64482174, 162339406]
[23352730, 79325002, 248242818, 128229141, 129586672]
[23352730, 166909107, 28473185, 50455199, 235073459]
[23352730, 166909107, 28473185, 50455199, 160622384]
[139546810, 239589720, 133551693, 200251589]
[23352730, 119400816, 86172609, 182731818, 103835754]
[23352730, 176157657, 145969510, 219043633, 206367628]
[23352730, 176157657, 145969510, 246293864, 92264000]
[23352730, 79325002, 248242818, 128229141, 134520065]
[23352730, 176157657, 145969510, 219043633, 112902954]
[92371730, 165264122, 73616657, 64482174, 38678038]
[23352730, 79325002, 248242818, 128229141, 131610452]
[23352730, 176157657, 145969510, 219043633, 19072427]
[23352730, 119400816, 86172609, 182731818, 167639004]
[139546810, 239589720, 133551693, 224937360]
[23352730, 119400816, 86172609, 182731818, 26492143]
[23352730, 119400816, 86172609, 205958532, 96321330]
[23352730, 119400816, 86172609, 108978886, 49844173]
[23352730, 166909107, 28473185, 50455199, 98488393]
