[204923669, 50635880, 156536157, 126285967, 21834830, 180576998, 75185841]
[245186357, 56476491, 21738255, 97185163, 192049182, 166698876, 186300486, 151893351]
[211510271, 40815467, 12295450, 74057130, 91055803, 206864920, 153222270, 226283642]
[74329510, 124765354, 49009538, 121122981, 177632572, 20696841, 93907333, 238795440]
[28939697, 123364048, 231894319, 163193455, 230091692, 37358558, 39653502, 144906227]
[181938804, 60690532, 76340025, 132436869, 89636976, 122727995, 232703412, 175056986]
[72760936, 3767875, 33619245, 132662969, 17340775, 176750230, 230235340, 66420430]
[245186357, 33815929, 103613504, 133447514, 248141808, 104969860, 209106813, 94846590]
[245186357, 104175749, 170891995, 92128647, 82767641, 20692254, 68650779, 244433161]
[28939697, 83720688, 206122823, 229232565, 63268197, 197346838, 202459749, 104582464]
[205972194, 86177255, 137657541, 216106120, 155227982, 196603466, 217562021, 25111506]
[121975721, 42062284, 75194355, 13024942, 109495543, 51237109, 55143866, 676543]
[28939697, 83720688, 206122823, 229232565, 241831341, 123539645, 87306116, 217717466]
[139407978, 206633498, 73323566, 53428, 80990730, 107429998, 88035434]
[233365345, 69179940, 21038035, 43800821, 15453403, 197123553, 56636917, 67957965]
[22619776, 15424767, 102941135, 61285663, 96312587, 111443785, 183774674, 8183110]
[205972194, 86177255, 137657541, 216106120, 155227982, 196603466, 100904977, 133761788]
[205972194, 86177255, 137657541, 216106120, 120372757, 36816577, 98184058, 153042533]
[139255779, 117323211, 86191772, 75266315, 147951920, 41201886, 169900992, 199865255]
[76710225, 167739046, 165438592, 16815147, 121368087, 246677501, 246060140, 68539708]
[141361673, 190697245, 163142798, 67212929, 188214014, 125664087, 51264785, 229157384]
[139255779, 91820978, 191620793, 47012473, 225750785, 88967223, 239094009, 79287888]
[231488027, 32101784, 95034900, 50625588, 142167243, 75235721, 210152661, 33669385]
[205972194, 86177255, 137657541, 39857290, 242604136, 23254141, 2669360, 36812908]
[240973929, 83097505, 160378007, 159329744, 42820840, 159858092, 204453265, 88156003]
[22619776, 15424767, 102941135, 61285663, 96312587, 111443785, 166467099, 93305455]
[139407978, 13422933, 168235173, 210659469, 192447928, 54492826, 197149303, 49589303]
[20649053, 38514294, 144814434, 103298105, 129326637, 240515479, 162832109, 118878844]
[245186357, 33815929, 103613504, 131014127, 35749492, 108821263, 166378542, 148539164]
[141361673, 162202163, 126094098, 3400892, 211723192, 238978456, 204146469, 177359842]
[121975721, 42062284, 75194355, 13024942, 109495543, 36709679, 37371350, 28306587]
[24231581, 15527440, 39151893, 166928330, 228196264, 172844668, 73265072, 66793601]
[139255779, 91820978, 191620793, 47012473, 225750785, 34425498, 245899442, 51211812]
[121690776, 115201947, 136745825, 178417372, 76493427, 65754466, 11823110, 106619479]
[233262282, 231812234, 70075742, 146347049, 69813225, 239683731, 59921655, 18671414]
[82212583, 193617759, 234025706, 191404075, 129081823, 119423574, 116948579, 90551043]
[80803338, 160821069, 210061502, 201197894, 116856188, 247210899, 248275421, 95811076]
[167539219, 192052900, 155852712, 211348323, 132577636, 86947648, 231540205, 186016421]
[106261171, 44990710, 84180592, 123440078, 138510609, 86977167, 108918444, 7013481]
[205972194, 61946850, 32802042, 172129796, 159489605, 146938079, 88916082, 155467078]
[28939697, 123364048, 231894319, 163193455, 5948702, 240481288, 131432920, 164865003]
[139407978, 206633498, 130022095, 143396415, 120793968, 226417453, 154168972]
[205972194, 61946850, 217597649, 241053092, 207493512, 140352509, 131751322, 30797567]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 162949539, 70246430]
[213112826, 25516838, 152287638, 224047741, 246519967, 225391265, 242039224, 161827383]
[139407978, 206633498, 73323566, 53428, 80990730, 107429998, 53410821]
[82212583, 193617759, 234025706, 141485732, 2507358, 151560541, 209377696, 22706992]
[245186357, 51214878, 45978248, 155615916, 138977991, 41930122, 83409175, 89327060]
[245186357, 104175749, 170891995, 212154307, 48930371, 147258838, 153837408, 60694733]
[167539219, 192052900, 155852712, 211348323, 132577636, 86947648, 189765099, 224065120]
[63174497, 133172007, 24939800, 84590400, 166313817, 43150147, 32681888, 163012085]
[121690776, 115201947, 136745825, 178417372, 97627083, 63008345, 240349780, 186405578]
[188932858, 115146698, 234256803, 209034558, 68471112, 9428764, 76705978, 106343262]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 72041265, 227282657]
[239208748, 140345608, 11321520, 169990400, 128087118, 162335816, 126252266, 44732562]
[239208748, 140345608, 11321520, 169990400, 29850833, 49461206, 212803061, 237829752]
[28939697, 123364048, 231894319, 154778647, 193962753, 143903710, 188876850, 81753101]
[231488027, 32101784, 127865537, 154034083, 68103002, 244309041, 202762300, 37324909]
[106261171, 126184161, 170418784, 140105318, 233056587, 120809932, 3512989, 245913563]
[139255779, 91820978, 191620793, 47012473, 225750785, 88967223, 239094009, 117522769]
[208401552, 123724305, 159653775, 183130483, 108753559, 66162920, 47954931, 209703729]
[240973929, 83532539, 32527346, 120930986, 180608117, 100862409, 210257841, 99287793]
[22619776, 15424767, 239664794, 38863699, 238141909, 203648613, 189771680, 231666777]
[233481409, 223580591, 238456769, 130830529, 120881427, 153950788, 71907600, 34467600]
[218542507, 27686776, 57877320, 242250743, 125087554, 47831521, 150946416, 40132408]
[28939697, 123364048, 231894319, 154778647, 193962753, 221624341, 64747241, 11513020]
[126015619, 3034421, 7944536, 230428064, 50385979, 209683862, 209962916, 210887206]
[139407978, 206633498, 21411166, 153971412, 14453219, 19629335, 202732772]
[121690776, 115201947, 67731008, 121337576, 223274438, 183726923, 25320061, 144065048]
[82212583, 193617759, 234025706, 141485732, 2507358, 201227206, 103403482, 225080238]
[245186357, 179224212, 67875021, 188951933, 248882419, 148415863, 138378260, 129524607]
[22619776, 15424767, 102941135, 61285663, 96312587, 111443785, 47244643, 81059373]
[112655291, 19209424, 128847631, 19268358, 187186439, 72096518, 111426943, 123592718]
[205972194, 86177255, 137657541, 146101519, 168690798, 230513638, 177877701, 145241995]
[185021265, 120449815, 33146577, 203946957, 87519768, 196055132, 104119535, 10730547]
[188932858, 122049085, 88071880, 148193554, 247541650, 25850219, 170610930, 163761485]
[121975721, 42062284, 75194355, 13024942, 109495543, 51237109, 115427246, 112218484]
[104573498, 192955018, 133710613, 172965008, 169947045, 16883916, 189015186, 157522179]
[245186357, 179224212, 67875021, 188951933, 248882419, 148415863, 213713354, 22747942]
[231488027, 32101784, 127865537, 162281022, 189087990, 98168183, 196760045, 96422036]
[108906837, 199773189, 190953520, 234574556, 115381386, 186868591, 127960373, 134895733]
[169492383, 134805362, 204695085, 79691146, 204303251, 99743646, 43807991, 32183833]
[245186357, 104175749, 170891995, 212154307, 241205060, 180743962, 200110544, 48319909]
[240973929, 83097505, 11728468, 155886915, 94389995, 100833039, 219592116, 151727235]
[169313277, 37558859, 186907533, 235749280, 45410330, 41207451, 164720841, 178888843]
[239554898, 105465088, 218365829, 203396497, 3343743, 180972551, 182340270, 43906280]
[152865647, 34304426, 142969536, 142498073, 1308617, 53092407, 229121187, 139211124]
[72760936, 3767875, 33619245, 132662969, 42248108, 54682127, 238644859, 3908520]
[167539219, 192052900, 155852712, 6691973, 116591697, 207509037, 162488311, 216245569]
[141361673, 190697245, 163142798, 177099734, 231929783, 167202517, 150862424, 235007769]
[112655291, 19209424, 128847631, 19268358, 187186439, 208178336, 219405238, 72713967]
[116640107, 175919948, 230396891, 219625776, 144804450, 165707799, 74741956, 248290000]
[112655291, 19209424, 78637201, 3582407, 43920116, 14868510, 236887839, 174352189]
[96343362, 100486110, 213236602, 24901115, 78767254, 145490069, 44785285, 218232936]
[28939697, 123364048, 231894319, 163193455, 5948702, 240481288, 32808189, 56274459]
[245186357, 179224212, 67875021, 188951933, 248882419, 148415863, 171001754, 12782463]
[211316160, 37095821, 218824995, 161132275, 123786967, 28672731, 130825090, 145464468]
[96343362, 100486110, 213236602, 24901115, 181105803, 35349992, 170073032, 100927567]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 229178962, 247207532]
[106261171, 44990710, 84180592, 123440078, 138510609, 86977167, 24751373, 102586891]
[231488027, 32101784, 95034900, 50625588, 202706349, 238879684, 241381892, 61280422]
[72760936, 3767875, 33619245, 132662969, 17340775, 176750230, 230235340, 234509572]
[205226715, 161852671, 153828978, 10844735, 75121201, 44882691, 126452884, 25467937]
[213112826, 25516838, 8960197, 80019682, 200191357, 190700871, 247906213, 112550935]
[139255779, 91820978, 191620793, 47012473, 225750785, 34425498, 245899442, 135547786]
[28939697, 123364048, 231894319, 154778647, 193962753, 143903710, 188876850, 42582639]
[111584673, 59739155, 89808464, 161531445, 244706660, 240730820, 81026058, 150366258]
[112655291, 19209424, 208223836, 174956768, 89476284, 45621089, 79258525, 60584091]
[240973929, 83097505, 160378007, 159329744, 42820840, 159858092, 156980141, 129721846]
[169492383, 134805362, 204695085, 79691146, 204303251, 99743646, 141904935, 152138723]
[211510271, 46724623, 192930472, 208270295, 85754040, 52955785, 59945983, 194859160]
[121975721, 42062284, 93893883, 4420759, 46004189, 144780964, 248183294, 51373662]
[139407978, 206633498, 73323566, 53428, 80990730, 107429998, 140838320]
[106261171, 44990710, 84180592, 123440078, 138510609, 159390731, 128055347, 56775069]
[213112826, 25516838, 152287638, 114775498, 49141311, 136289887, 89941617, 4830365]
[239208748, 140345608, 11321520, 169990400, 21757069, 246569065, 68734759, 132984546]
[121975721, 42062284, 75194355, 13024942, 236893637, 88798694, 244436723, 55379675]
[205972194, 61946850, 32802042, 172129796, 159489605, 37610409, 78212502, 101880455]
[20195691, 76067494, 114991732, 206735211, 231887379, 171433935, 126679508, 44540739]
[188932858, 115146698, 234256803, 182262024, 72672066, 5476582, 170012489, 40877]
[205972194, 61946850, 217597649, 241053092, 207493512, 140352509, 131751322, 143263482]
[104573498, 192955018, 133710613, 172965008, 169947045, 159579203, 17621670, 88635569]
[211510271, 200640855, 93455200, 97370272, 140706900, 37659594, 70820261, 185048115]
[149835576, 242201754, 54858429, 191509134, 136972955, 220815003, 226759458, 112668708]
[245186357, 104175749, 170891995, 212154307, 241205060, 104720484, 226653124, 48018813]
[148907630, 143141347, 51124938, 61812059, 158106868, 224098540, 218925437, 228653165]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 50983616]
[139407978, 92142634, 167501510, 243494623, 146599740, 247187873, 229470501, 190313326]
[121690776, 115201947, 198483596, 183062049, 80283557, 145778538, 16133245, 94219250]
[24231581, 15527440, 39151893, 166928330, 114300948, 171108697, 93969424, 78982307]
[28939697, 123364048, 231894319, 154778647, 193962753, 221624341, 121321155, 121772783]
[131161949, 182719904, 31830738, 163263028, 89837460, 182413557, 175932086, 160054820]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 7582571, 187773335]
[150812197, 207907728, 45493282, 168636907, 142688778, 53809055, 49096936, 69672054]
[218542507, 210706211, 73665838, 242370252, 54360626, 138740800, 5218298, 230520781]
[82205394, 222031531, 97617751, 152489962, 54596810, 890223, 166158262, 112062327]
[112655291, 19209424, 128847631, 19268358, 187186439, 72096518, 71239162, 85807339]
[82205394, 222031531, 97617751, 152489962, 54596810, 178624284, 67010874, 63770479]
[118348159, 41843502, 198222345, 26449917, 228337232, 51533064, 182772713, 86261597]
[108906837, 199773189, 190953520, 234574556, 44085690, 30167291, 34769796, 113216931]
[169313277, 46027908, 89275938, 192993033, 176458064, 207166894, 233383642, 213885199]
[24231581, 15527440, 39151893, 25965014, 86236280, 128784748, 99537077, 129984300]
[204318514, 96260484, 124198569, 82290644, 227716861, 7485663, 220039575, 235362309]
[121690776, 115201947, 136745825, 178417372, 76493427, 65754466, 11823110, 137300768]
[112655291, 19209424, 232522597, 80081881, 191940355, 20768064, 14529239, 118188524]
[152865647, 34304426, 142969536, 142498073, 1308617, 53092407, 93393267, 18961352]
[205972194, 86177255, 137657541, 39857290, 242604136, 23254141, 160231985, 140461462]
[10106479, 70087705, 47329919, 126566423, 158179018, 193505263, 138399568, 239877897]
[139407978, 28655380, 221952859, 128925738, 170695932, 177876861, 163319636, 157707637]
[108906837, 199773189, 71402764, 29015971, 65500133, 138421052, 67455184, 55021520]
[205972194, 61946850, 217597649, 241053092, 63709074, 131080152, 119939482, 167805057]
[219868898, 21390277, 239043661, 155644933, 41682843, 202146397, 167487304, 209015759]
[24231581, 15527440, 143956946, 50145329, 193164284, 226417297, 40774170, 179580417]
[167539219, 192052900, 155852712, 6691973, 116591697, 207509037, 247521603, 122710097]
[112655291, 19209424, 78637201, 3582407, 43920116, 14868510, 236887839, 101719253]
[214976764, 232135327, 176113184, 89104064, 116885512, 165366094, 214989778, 213489420]
[213112826, 25516838, 152287638, 224047741, 246519967, 225391265, 248872991, 215881735]
[205972194, 61946850, 217597649, 241053092, 63709074, 131080152, 119939482, 171499163]
[239554898, 102907710, 132452821, 243389068, 172961109, 101671279, 37497841, 168780056]
[231488027, 32101784, 127865537, 162281022, 129922855, 14126142, 145105429, 141031338]
[205972194, 86177255, 137657541, 146101519, 168690798, 230513638, 73131348, 8073868]
[121690776, 115201947, 67731008, 121337576, 49342296, 72763592, 76371195, 179867583]
[32676012, 39276597, 190035849, 152439496, 159881803, 152000630, 20575312, 202384927]
[10106479, 48368057, 101287106, 26137914, 30730800, 218454563, 96327479, 232355739]
[211804832, 138574305, 94342188, 23325149, 239267654, 245431079, 124801332, 183326719]
[169313277, 46027908, 89275938, 192993033, 176458064, 207166894, 230806644, 42982971]
[112655291, 19209424, 78637201, 3582407, 43920116, 14868510, 171990735, 170221173]
[173377106, 227979404, 182624742, 133017748, 129440306, 156336779, 108745748, 123675575]
[141361673, 190697245, 163142798, 67212929, 188214014, 125664087, 51264785, 108807903]
[9953629, 27976225, 80861230, 216589261, 148342612, 193893317, 64556490, 130892873]
[152865647, 34304426, 142969536, 142498073, 1308617, 97329154, 224577809, 116282864]
[24231581, 15527440, 39151893, 166928330, 228196264, 172844668, 73265072, 234330006]
[150812197, 207907728, 45493282, 10744960, 214953366, 172007196, 108039362, 143590195]
[245186357, 104175749, 170891995, 92128647, 82767641, 56698018, 130038044, 82970095]
[108906837, 199773189, 190953520, 63193029, 96946943, 60934274, 29227340, 94902786]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 4198448, 160766490]
[32676012, 195138918, 93193866, 32903994, 59648710, 51128691, 33169447, 163472187]
[24231581, 15527440, 143956946, 50145329, 193164284, 163050343, 165754535, 145698393]
[82212583, 193617759, 234025706, 191404075, 129081823, 119423574, 116948579, 152083784]
[112655291, 19209424, 128847631, 19268358, 187186439, 72096518, 63783837, 78434845]
[82212583, 193617759, 234025706, 141485732, 2507358, 21408970, 197771256, 123588005]
[104573498, 192955018, 133710613, 172965008, 169947045, 159579203, 92453613, 89160358]
[245186357, 179224212, 67875021, 188951933, 248882419, 148415863, 171001754, 43991104]
[205972194, 61946850, 32802042, 172129796, 159489605, 37610409, 84337456, 152761685]
[141361673, 162202163, 126094098, 3400892, 211723192, 25799309, 116016129, 88651925]
[75857740, 82351932, 215992635, 214948612, 190339224, 184327459, 58871637, 89247110]
[18782487, 180228062, 32306155, 99137953, 31715291, 215201551, 138967194, 127063604]
